* Measurement data measured by REW V5.40 beta 55
* Source: Frequency response averaged data
* Format: Averaged data produced from the rms magnitudes of Left 16, Left 17, Left 18, Left 19, Left 20, Left 21, Left 22, Left 23, Left 24, Left 25, Left 26, Left 27, Left 28, Left 29, Left 30
* Dated: Jan 12, 2025 11:02:31 PM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: Averaged data produced from the rms magnitudes of Left 16, Left 17, Left 18, Left 19, Left 20, Left 21, Left 22, Left 23, Left 24, Left 25, Left 26, Left 27, Left 28, Left 29, Left 30
* Measurement: Left Ear AVG
* Smoothing: 1/12 octave
* Frequency Step: 0.33645633 Hz
* Start Frequency: 20.0 Hz
*
* Freq(Hz), SPL(dB)
247.295402, 87.386
247.631858, 87.388
247.968314, 87.391
248.304771, 87.393
248.641227, 87.395
248.977683, 87.397
249.314140, 87.399
249.650596, 87.402
249.987052, 87.404
250.323509, 87.406
250.659965, 87.408
250.996421, 87.410
251.332878, 87.412
251.669334, 87.414
252.005790, 87.417
252.342247, 87.419
252.678703, 87.421
253.015159, 87.423
253.351616, 87.425
253.688072, 87.427
254.024528, 87.429
254.360985, 87.431
254.697441, 87.433
255.033897, 87.435
255.370354, 87.437
255.706810, 87.439
256.043266, 87.441
256.379723, 87.443
256.716179, 87.445
257.052635, 87.447
257.389092, 87.449
257.725548, 87.451
258.062004, 87.453
258.398461, 87.455
258.734917, 87.457
259.071373, 87.458
259.407830, 87.460
259.744286, 87.462
260.080742, 87.464
260.417199, 87.465
260.753655, 87.467
261.090111, 87.469
261.426567, 87.470
261.763024, 87.472
262.099480, 87.474
262.435936, 87.475
262.772393, 87.477
263.108849, 87.478
263.445305, 87.480
263.781762, 87.481
264.118218, 87.483
264.454674, 87.484
264.791131, 87.485
265.127587, 87.487
265.464043, 87.488
265.800500, 87.489
266.136956, 87.490
266.473412, 87.491
266.809869, 87.493
267.146325, 87.494
267.482781, 87.495
267.819238, 87.496
268.155694, 87.497
268.492150, 87.498
268.828607, 87.499
269.165063, 87.500
269.501519, 87.501
269.837976, 87.502
270.174432, 87.502
270.510888, 87.503
270.847345, 87.504
