* Measurement data measured by REW V5.40 beta 55
* Source: Frequency response averaged data
* Format: Averaged data produced from the rms magnitudes of Jan 12, Jan 12, Jan 12, Jan 12, Jan 12, Jan 12, Jan 12, Jan 12, Jan 12, Jan 12, Jan 12, Jan 12, Jan 12
* Dated: Jan 12, 2025 9:10:30 AM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: ; Averaged data produced from the rms magnitudes of Jan 12, Jan 12, Jan 12, Jan 12, Jan 12, Jan 12, Jan 12, Jan 12, Jan 12, Jan 12, Jan 12, Jan 12, Jan 12
* Measurement: right ear
* Smoothing: 1/12 octave
* Frequency Step: 0.36621094 Hz
* Start Frequency: 20.0 Hz
*
* Freq(Hz), SPL(dB)
359.619141, 82.281
359.985352, 82.280
360.351562, 82.279
360.717773, 82.277
361.083984, 82.276
361.450195, 82.274
361.816406, 82.273
362.182617, 82.272
362.548828, 82.270
362.915039, 82.269
363.281250, 82.267
363.647461, 82.266
364.013672, 82.265
364.379883, 82.263
364.746094, 82.262
365.112305, 82.260
365.478516, 82.259
365.844727, 82.258
366.210938, 82.256
366.577148, 82.255
366.943359, 82.254
367.309570, 82.252
367.675781, 82.251
368.041992, 82.249
368.408203, 82.248
368.774414, 82.247
369.140625, 82.245
369.506836, 82.244
369.873047, 82.243
370.239258, 82.241
370.605469, 82.240
370.971680, 82.238
371.337891, 82.237
371.704102, 82.236
372.070312, 82.234
372.436523, 82.233
372.802734, 82.232
373.168945, 82.230
373.535156, 82.229
373.901367, 82.228
374.267578, 82.226
374.633789, 82.225
375.000000, 82.224
375.366211, 82.222
375.732422, 82.221
376.098633, 82.220
376.464844, 82.218
376.831055, 82.217
377.197266, 82.216
377.563477, 82.214
377.929688, 82.213
378.295898, 82.212
378.662109, 82.211
379.028320, 82.209
379.394531, 82.208
379.760742, 82.207
380.126953, 82.205
380.493164, 82.204
380.859375, 82.203
381.225586, 82.202
381.591797, 82.200
381.958008, 82.199
382.324219, 82.198
382.690430, 82.196
383.056641, 82.195
383.422852, 82.194
383.789062, 82.192
384.155273, 82.191
384.521484, 82.190
384.887695, 82.189
385.253906, 82.187
385.620117, 82.186
385.986328, 82.185
386.352539, 82.183
386.718750, 82.182
387.084961, 82.181
387.451172, 82.180
387.817383, 82.178
388.183594, 82.177
388.549805, 82.176
388.916016, 82.174
389.282227, 82.173
389.648438, 82.172
390.014648, 82.170
390.380859, 82.169
390.747070, 82.168
391.113281, 82.166
391.479492, 82.165
391.845703, 82.164
392.211914, 82.162
392.578125, 82.161
392.944336, 82.160
393.310547, 82.158
393.676758, 82.157
394.042969, 82.156
394.409180, 82.154
394.775391, 82.153
395.141602, 82.151
395.507812, 82.150
395.874023, 82.149
396.240234, 82.147
396.606445, 82.146
396.972656, 82.145
397.338867, 82.143
397.705078, 82.142
398.071289, 82.141
398.437500, 82.139
398.803711, 82.138
399.169922, 82.136
399.536133, 82.135
399.902344, 82.134
400.268555, 82.132
400.634766, 82.131
401.000977, 82.130
401.367188, 82.128
401.733398, 82.127
402.099609, 82.126
402.465820, 82.124
402.832031, 82.123
403.198242, 82.122
403.564453, 82.121
403.930664, 82.119
404.296875, 82.118
404.663086, 82.117
405.029297, 82.115
405.395508, 82.114
405.761719, 82.113
406.127930, 82.112
406.494141, 82.110
406.860352, 82.109
407.226562, 82.108
407.592773, 82.106
407.958984, 82.105
408.325195, 82.104
408.691406, 82.103
409.057617, 82.102
409.423828, 82.100
409.790039, 82.099
410.156250, 82.098
410.522461, 82.097
410.888672, 82.096
411.254883, 82.094
411.621094, 82.093
411.987305, 82.092
412.353516, 82.091
412.719727, 82.090
413.085938, 82.089
413.452148, 82.087
413.818359, 82.086
414.184570, 82.085
414.550781, 82.084
414.916992, 82.083
415.283203, 82.082
415.649414, 82.081
416.015625, 82.079
416.381836, 82.078
416.748047, 82.077
417.114258, 82.076
417.480469, 82.075
417.846680, 82.074
418.212891, 82.072
418.579102, 82.071
418.945312, 82.070
419.311523, 82.069
419.677734, 82.068
420.043945, 82.067
420.410156, 82.065
420.776367, 82.064
421.142578, 82.063
421.508789, 82.062
421.875000, 82.061
422.241211, 82.059
422.607422, 82.058
422.973633, 82.057
423.339844, 82.056
423.706055, 82.055
424.072266, 82.053
424.438477, 82.052
424.804688, 82.051
425.170898, 82.050
425.537109, 82.048
425.903320, 82.047
426.269531, 82.046
426.635742, 82.045
427.001953, 82.043
427.368164, 82.042
427.734375, 82.041
428.100586, 82.040
428.466797, 82.038
428.833008, 82.037
429.199219, 82.036
429.565430, 82.035
429.931641, 82.033
430.297852, 82.032
430.664062, 82.031
431.030273, 82.030
431.396484, 82.028
431.762695, 82.027
432.128906, 82.026
432.495117, 82.025
432.861328, 82.024
433.227539, 82.022
433.593750, 82.021
433.959961, 82.020
434.326172, 82.019
434.692383, 82.017
435.058594, 82.016
435.424805, 82.015
435.791016, 82.014
436.157227, 82.013
436.523438, 82.011
436.889648, 82.010
437.255859, 82.009
437.622070, 82.008
437.988281, 82.006
438.354492, 82.005
438.720703, 82.004
439.086914, 82.003
439.453125, 82.002
439.819336, 82.000
440.185547, 81.999
440.551758, 81.998
440.917969, 81.997
441.284180, 81.996
441.650391, 81.994
442.016602, 81.993
442.382812, 81.992
442.749023, 81.991
443.115234, 81.990
443.481445, 81.988
443.847656, 81.987
444.213867, 81.986
444.580078, 81.985
444.946289, 81.984
445.312500, 81.982
445.678711, 81.981
446.044922, 81.980
446.411133, 81.979
446.777344, 81.978
447.143555, 81.976
447.509766, 81.975
447.875977, 81.974
448.242188, 81.973
448.608398, 81.972
448.974609, 81.970
449.340820, 81.969
449.707031, 81.968
450.073242, 81.967
450.439453, 81.966
450.805664, 81.964
451.171875, 81.963
451.538086, 81.962
451.904297, 81.961
452.270508, 81.960
452.636719, 81.959
453.002930, 81.957
453.369141, 81.956
453.735352, 81.955
454.101562, 81.954
454.467773, 81.953
454.833984, 81.952
455.200195, 81.951
455.566406, 81.949
455.932617, 81.948
456.298828, 81.947
456.665039, 81.946
457.031250, 81.945
457.397461, 81.944
457.763672, 81.943
458.129883, 81.942
458.496094, 81.940
458.862305, 81.939
459.228516, 81.938
459.594727, 81.937
459.960938, 81.936
460.327148, 81.935
460.693359, 81.934
461.059570, 81.933
461.425781, 81.932
461.791992, 81.931
462.158203, 81.930
462.524414, 81.929
462.890625, 81.928
463.256836, 81.926
463.623047, 81.925
